return_id,date,product_id,customer_id,quantity,return_reason,return_amount,refund_processed
RETURN20240816,2024-10-19,P03,C01,9,shipping_damage,355.39,True
RETURN20240817,2024-05-03,P05,C03,17,quality_issue,382.33,True
RETURN20240818,2024-09-01,P02,C01,1,other,28.06,False
RETURN20240819,2024-07-18,P01,C01,4,duplicate,117.74,True
RETURN20240820,2024-02-11,P06,C02,20,quality_issue,186.39,True
RETURN20240821,2024-07-11,P05,C01,20,quality_issue,297.93,True
RETURN20240822,2024-06-13,P01,C04,14,other,293.75,False
RETURN20240823,2024-11-24,P04,C06,5,shipping_damage,127.41,False
RETURN20240824,2024-05-18,P01,C04,15,shipping_damage,367.2,True
RETURN20240825,2024-12-31,P04,C02,13,duplicate,593.68,True
RETURN20240826,2024-06-25,P01,C05,3,duplicate,104.24,False
RETURN20240827,2024-07-15,P01,C02,19,other,329.29,False
RETURN20240828,2024-01-12,P04,C05,18,changed_mind,467.17,False
RETURN20240829,2024-04-28,P01,C02,11,changed_mind,214.4,False
RETURN20240830,2024-02-25,P04,C05,3,changed_mind,147.34,True
RETURN20240831,2024-12-13,P01,C01,20,duplicate,332.26,False
RETURN20240832,2024-05-01,P05,C06,11,duplicate,189.22,False
RETURN20240833,2024-07-11,P01,C02,7,other,155.25,False
RETURN20240834,2024-10-30,P01,C06,6,shipping_damage,104.23,False
RETURN20240835,2024-05-30,P05,C01,4,shipping_damage,101.93,True
RETURN20240836,2024-08-19,P02,C06,9,duplicate,269.67,True
RETURN20240837,2024-03-13,P04,C06,16,changed_mind,854.96,True
RETURN20240838,2024-01-08,P02,C06,3,other,96.25,True
RETURN20240839,2024-02-22,P06,C02,9,duplicate,103.7,False
RETURN20240840,2024-09-08,P06,C06,20,duplicate,430.89,True
RETURN20240841,2024-10-03,P02,C01,17,shipping_damage,420.96,False
RETURN20240842,2024-04-27,P05,C04,1,other,18.51,False
RETURN20240843,2024-07-25,P06,C01,15,quality_issue,222.75,False
RETURN20240844,2024-04-30,P04,C05,5,quality_issue,176.53,True
RETURN20240845,2024-07-11,P05,C02,3,changed_mind,39.14,False
RETURN20240846,2024-06-16,P06,C02,3,shipping_damage,30.14,False
RETURN20240847,2024-10-03,P04,C01,9,changed_mind,401.46,True
RETURN20240848,2024-02-07,P05,C02,11,duplicate,244.73,True
RETURN20240849,2024-10-12,P05,C05,9,other,166.93,False
RETURN20240850,2024-10-06,P01,C02,5,quality_issue,195.54,True
RETURN20240851,2024-11-05,P06,C06,8,other,126.94,False
RETURN20240852,2024-09-16,P03,C06,5,other,166.47,True
RETURN20240853,2024-11-27,P01,C03,12,other,328.99,True
RETURN20240854,2024-12-21,P06,C04,3,changed_mind,36.21,False
RETURN20240855,2024-08-17,P04,C04,7,changed_mind,150.76,False
RETURN20240856,2024-05-20,P04,C01,20,duplicate,682.03,False
RETURN20240857,2024-07-15,P05,C02,20,duplicate,363.63,True
RETURN20240858,2024-03-07,P03,C05,19,quality_issue,918.14,False
RETURN20240859,2024-12-14,P05,C01,13,changed_mind,209.86,False
RETURN20240860,2024-01-16,P06,C03,13,other,175.91,False
RETURN20240861,2024-10-18,P01,C01,4,other,72.42,False
RETURN20240862,2024-07-10,P03,C03,6,duplicate,255.92,False
RETURN20240863,2024-04-10,P02,C03,20,changed_mind,621.15,True
RETURN20240864,2024-12-15,P05,C06,19,duplicate,470.78,True
RETURN20240865,2024-04-09,P05,C05,4,changed_mind,53.99,False
RETURN20240866,2024-04-05,P05,C03,16,shipping_damage,239.85,True
RETURN20240867,2024-07-25,P05,C02,8,other,173.46,False
RETURN20240868,2024-02-22,P02,C05,4,duplicate,102.99,True
RETURN20240869,2024-11-26,P04,C05,9,other,309.8,False
RETURN20240870,2024-09-06,P06,C03,9,changed_mind,114.68,True
RETURN20240871,2024-12-11,P05,C05,3,quality_issue,79.85,False
RETURN20240872,2024-03-25,P01,C02,17,shipping_damage,535.69,False
RETURN20240873,2024-01-20,P01,C03,7,quality_issue,158.47,False
RETURN20240874,2024-02-25,P03,C03,7,changed_mind,230.57,True
RETURN20240875,2024-08-02,P04,C06,17,duplicate,558.65,False
RETURN20240876,2024-01-24,P01,C05,9,changed_mind,318.22,True
RETURN20240877,2024-05-25,P01,C01,12,duplicate,341.11,True
RETURN20240878,2024-12-22,P05,C05,16,other,349.63,True
RETURN20240879,2024-09-01,P01,C03,12,other,312.94,False
RETURN20240880,2024-07-24,P02,C02,11,duplicate,296.76,False
RETURN20240881,2024-10-25,P05,C04,15,shipping_damage,220.07,True
RETURN20240882,2024-03-11,P04,C06,11,shipping_damage,429.31,False
RETURN20240883,2024-10-28,P04,C03,11,other,352.52,True
RETURN20240884,2024-06-04,P05,C01,3,duplicate,81.86,True
RETURN20240885,2024-03-10,P01,C01,2,shipping_damage,45.27,True
RETURN20240886,2024-10-27,P06,C02,3,changed_mind,60.54,True
RETURN20240887,2024-06-15,P03,C01,7,shipping_damage,252.18,True
RETURN20240888,2024-11-20,P06,C04,18,quality_issue,247.94,False
RETURN20240889,2024-09-23,P05,C05,13,other,328.26,False
RETURN20240890,2024-03-14,P04,C06,8,duplicate,354.64,False
RETURN20240891,2024-11-25,P04,C02,1,other,50.08,True
RETURN20240892,2024-07-07,P03,C02,3,changed_mind,145.89,True
RETURN20240893,2024-03-09,P02,C01,5,changed_mind,182.44,True
RETURN20240894,2024-11-16,P03,C05,3,quality_issue,150.35,True
RETURN20240895,2024-07-31,P03,C04,6,other,222.05,True
RETURN20240896,2024-09-29,P02,C04,13,quality_issue,433.35,True
RETURN20240897,2024-04-02,P03,C04,15,shipping_damage,621.83,False
RETURN20240898,2024-09-04,P02,C04,5,quality_issue,130.27,True
RETURN20240899,2024-09-18,P06,C06,15,other,183.26,True
RETURN20240900,2024-07-19,P01,C05,6,quality_issue,194.93,True
RETURN20240901,2024-02-02,P04,C06,7,changed_mind,342.48,True
RETURN20240902,2024-01-15,P03,C02,6,other,312.03,True
RETURN20240903,2024-07-29,P02,C01,14,other,263.06,False
RETURN20240904,2024-04-30,P05,C05,5,changed_mind,70.98,False
RETURN20240905,2024-12-25,P02,C05,18,other,684.32,False
RETURN20240906,2024-08-01,P01,C04,15,duplicate,321.57,False
RETURN20240907,2024-05-28,P02,C01,19,shipping_damage,567.67,False
RETURN20240908,2024-11-08,P06,C06,4,duplicate,67.03,False
RETURN20240909,2024-01-02,P02,C05,6,changed_mind,102.0,True
RETURN20240910,2024-12-07,P05,C04,17,quality_issue,242.66,False
RETURN20240911,2024-03-11,P05,C05,17,changed_mind,164.08,True
RETURN20240912,2024-03-09,P03,C04,2,changed_mind,47.64,True
RETURN20240913,2024-05-15,P05,C04,20,duplicate,384.96,False
RETURN20240914,2024-06-27,P06,C02,12,shipping_damage,144.75,False
RETURN20240915,2024-02-01,P01,C02,1,shipping_damage,19.97,False
RETURN20240916,2024-11-26,P01,C05,19,duplicate,305.14,True
RETURN20240917,2024-04-17,P06,C05,3,changed_mind,50.17,True
RETURN20240918,2024-10-27,P06,C03,1,changed_mind,14.73,True
RETURN20240919,2024-01-30,P05,C02,1,duplicate,11.23,False
RETURN20240920,2024-02-17,P05,C01,5,changed_mind,105.67,True
RETURN20240921,2024-04-16,P02,C01,15,changed_mind,252.69,True
RETURN20240922,2024-02-29,P01,C04,13,changed_mind,192.06,True
RETURN20240923,2024-08-16,P02,C06,11,other,405.39,True
RETURN20240924,2024-04-11,P05,C06,7,other,81.54,False
RETURN20240925,2024-06-21,P02,C05,1,duplicate,33.88,False
RETURN20240926,2024-09-23,P01,C02,10,quality_issue,206.75,False
RETURN20240927,2024-11-16,P05,C02,11,other,241.63,True
RETURN20240928,2024-03-17,P05,C03,13,other,154.73,False
RETURN20240929,2024-06-28,P06,C04,3,quality_issue,66.61,True
RETURN20240930,2024-12-07,P05,C05,12,other,197.32,True
RETURN20240931,2024-02-19,P02,C04,4,changed_mind,99.81,False
RETURN20240932,2024-10-08,P03,C05,12,changed_mind,352.41,True
RETURN20240933,2024-05-12,P01,C06,5,duplicate,173.09,False
RETURN20240934,2024-03-04,P03,C05,6,other,242.05,True
RETURN20240935,2024-03-26,P05,C05,2,quality_issue,33.03,True
RETURN20240936,2024-07-30,P02,C02,5,other,175.89,True
RETURN20240937,2024-06-24,P03,C03,6,quality_issue,194.41,False
RETURN20240938,2024-01-17,P02,C01,4,shipping_damage,143.04,False
RETURN20240939,2024-09-11,P05,C06,15,shipping_damage,289.35,False
RETURN20240940,2024-08-14,P05,C06,12,duplicate,273.43,True
RETURN20240941,2024-05-08,P04,C01,5,shipping_damage,193.36,True
RETURN20240942,2024-02-26,P01,C05,2,other,38.07,True
RETURN20240943,2024-01-14,P06,C04,18,duplicate,252.94,True
RETURN20240944,2024-09-07,P02,C04,17,quality_issue,452.81,False
RETURN20240945,2024-08-17,P01,C02,19,quality_issue,677.39,True
RETURN20240946,2024-08-25,P01,C02,17,duplicate,270.86,True
RETURN20240947,2024-08-24,P06,C02,11,quality_issue,211.77,False
RETURN20240948,2024-07-03,P05,C03,16,duplicate,192.85,True
RETURN20240949,2024-01-13,P01,C05,14,other,478.18,False
RETURN20240950,2024-08-16,P04,C06,14,duplicate,306.62,True
RETURN20240951,2024-10-14,P01,C03,7,changed_mind,232.29,True
RETURN20240952,2024-08-13,P03,C04,13,changed_mind,322.44,True
RETURN20240953,2024-09-25,P02,C02,16,quality_issue,599.69,False
RETURN20240954,2024-07-31,P04,C01,10,other,233.09,True
RETURN20240955,2024-02-29,P01,C04,19,duplicate,343.0,False
RETURN20240956,2024-01-20,P01,C06,9,other,313.07,True
RETURN20240957,2024-10-15,P06,C06,9,shipping_damage,115.38,True
RETURN20240958,2024-06-11,P02,C01,9,other,154.04,False
RETURN20240959,2024-11-27,P05,C04,13,other,353.76,True
RETURN20240960,2024-11-27,P01,C02,15,quality_issue,539.59,False
RETURN20240961,2024-11-04,P05,C06,10,duplicate,231.93,True
RETURN20240962,2024-04-20,P04,C03,2,other,58.94,True
RETURN20240963,2024-03-30,P03,C04,6,other,265.58,False
RETURN20240964,2024-10-25,P05,C01,20,quality_issue,213.78,False
RETURN20240965,2024-03-25,P04,C06,5,duplicate,100.55,False
RETURN20240966,2024-10-03,P02,C01,3,changed_mind,97.51,True
RETURN20240967,2024-11-18,P06,C06,9,other,189.93,True
RETURN20240968,2024-04-30,P03,C06,20,other,828.99,False
RETURN20240969,2024-03-16,P01,C01,15,other,452.06,False
RETURN20240970,2024-12-04,P05,C01,3,duplicate,79.45,False
RETURN20240971,2024-09-30,P02,C02,4,shipping_damage,116.65,True
RETURN20240972,2024-10-19,P04,C05,12,quality_issue,460.65,True
RETURN20240973,2024-01-14,P03,C05,2,shipping_damage,78.13,True
RETURN20240974,2024-04-02,P02,C04,19,other,458.84,True
RETURN20240975,2024-03-21,P05,C04,19,changed_mind,352.37,False
RETURN20240976,2024-10-13,P05,C02,15,duplicate,299.36,False
RETURN20240977,2024-12-06,P06,C01,9,shipping_damage,100.88,True
RETURN20240978,2024-05-12,P01,C05,14,duplicate,207.9,True
RETURN20240979,2024-03-31,P04,C03,18,shipping_damage,822.03,False
RETURN20240980,2024-02-24,P04,C05,13,quality_issue,616.75,False
RETURN20240981,2024-12-25,P06,C03,20,other,246.23,False
RETURN20240982,2024-11-09,P04,C01,9,shipping_damage,228.69,False
RETURN20240983,2024-01-06,P02,C05,11,changed_mind,201.94,False
RETURN20240984,2024-10-23,P02,C06,14,other,254.48,True
RETURN20240985,2024-05-16,P05,C04,18,changed_mind,367.95,False
RETURN20240986,2024-03-11,P03,C04,16,other,575.6,True
RETURN20240987,2024-08-05,P01,C05,3,quality_issue,56.05,True
RETURN20240988,2024-10-27,P06,C02,12,other,228.49,True
RETURN20240989,2024-04-14,P06,C04,4,duplicate,74.33,True
RETURN20240990,2024-06-23,P02,C02,2,shipping_damage,65.79,True
RETURN20240991,2024-07-24,P03,C06,1,shipping_damage,60.31,False
RETURN20240992,2024-06-03,P04,C02,9,quality_issue,292.28,True
RETURN20240993,2024-04-08,P06,C03,9,other,123.23,True
RETURN20240994,2024-08-28,P06,C04,3,changed_mind,61.18,True
RETURN20240995,2024-10-06,P05,C06,1,duplicate,24.92,True
RETURN20240996,2024-02-19,P03,C01,15,other,766.7,True
RETURN20240997,2024-04-25,P03,C05,6,duplicate,372.27,False
RETURN20240998,2024-11-11,P06,C05,20,changed_mind,409.97,False
RETURN20240999,2024-12-22,P05,C05,15,other,229.44,False
RETURN20241000,2024-12-18,P01,C03,11,shipping_damage,392.73,True
RETURN20250001,2025-02-26,P01,C05,5,changed_mind,85.97,False
RETURN20250002,2025-07-04,P02,C06,13,quality_issue,349.88,True
RETURN20250003,2025-08-31,P01,C04,2,other,53.77,False
RETURN20250004,2025-04-17,P04,C03,8,changed_mind,187.69,False
RETURN20250005,2025-06-17,P03,C05,2,quality_issue,46.88,False
RETURN20250006,2025-03-11,P03,C05,19,quality_issue,596.63,False
RETURN20250007,2025-07-12,P06,C03,18,duplicate,300.52,True
RETURN20250008,2025-06-17,P04,C03,6,shipping_damage,169.1,False
RETURN20250009,2025-09-08,P04,C03,18,other,696.0,False
RETURN20250010,2025-06-13,P02,C02,17,quality_issue,485.4,True
RETURN20250011,2025-07-09,P03,C04,13,changed_mind,696.52,False
RETURN20250012,2025-12-25,P03,C01,4,shipping_damage,174.45,False
RETURN20250013,2025-04-28,P01,C01,14,changed_mind,234.31,True
RETURN20250014,2025-05-31,P02,C04,14,duplicate,519.69,False
RETURN20250015,2025-06-09,P04,C02,11,duplicate,240.98,True
RETURN20250016,2025-04-01,P03,C06,4,other,192.38,False
RETURN20250017,2025-10-01,P05,C06,13,quality_issue,314.79,True
RETURN20250018,2025-02-25,P04,C05,17,duplicate,833.83,True
RETURN20250019,2025-04-11,P01,C02,19,shipping_damage,505.32,True
RETURN20250020,2025-05-20,P04,C02,14,changed_mind,626.36,False
RETURN20250021,2025-02-08,P02,C06,4,quality_issue,91.49,False
RETURN20250022,2025-04-28,P06,C04,11,shipping_damage,200.59,False
RETURN20250023,2025-09-30,P01,C04,18,changed_mind,422.7,False
RETURN20250024,2025-09-21,P02,C03,5,other,157.13,True
RETURN20250025,2025-09-15,P03,C03,12,shipping_damage,304.4,False
RETURN20250026,2025-05-11,P03,C06,12,duplicate,398.81,True
RETURN20250027,2025-04-11,P01,C01,5,changed_mind,208.84,False
RETURN20250028,2025-05-27,P05,C05,16,other,358.22,True
RETURN20250029,2025-08-19,P04,C04,7,shipping_damage,282.12,True
RETURN20250030,2025-09-08,P02,C01,7,other,224.66,True
RETURN20250031,2025-02-07,P04,C03,1,quality_issue,49.3,True
RETURN20250032,2025-11-07,P04,C02,2,changed_mind,41.1,True
RETURN20250033,2025-06-16,P06,C05,17,shipping_damage,329.96,True
RETURN20250034,2025-06-19,P02,C03,1,quality_issue,26.55,False
RETURN20250035,2025-08-14,P04,C05,10,quality_issue,493.67,False
RETURN20250036,2025-03-30,P03,C03,9,shipping_damage,310.85,False
RETURN20250037,2025-01-28,P05,C02,18,quality_issue,337.27,True
RETURN20250038,2025-08-19,P06,C05,4,shipping_damage,45.19,True
RETURN20250039,2025-03-17,P05,C04,17,shipping_damage,406.99,False
RETURN20250040,2025-11-15,P05,C05,14,other,277.45,True
RETURN20250041,2025-12-20,P05,C01,10,shipping_damage,192.44,True
RETURN20250042,2025-09-03,P01,C03,15,shipping_damage,379.5,True
RETURN20250043,2025-02-15,P06,C05,18,duplicate,368.26,True
RETURN20250044,2025-05-18,P02,C02,18,other,510.65,True
RETURN20250045,2025-05-02,P05,C01,5,other,97.58,False
RETURN20250046,2025-03-22,P05,C02,6,other,148.65,True
RETURN20250047,2025-03-27,P02,C01,2,quality_issue,43.83,True
RETURN20250048,2025-01-02,P01,C01,17,duplicate,406.67,True
RETURN20250049,2025-01-16,P05,C06,20,other,509.22,False
RETURN20250050,2025-07-17,P01,C01,18,shipping_damage,325.56,False
RETURN20250051,2025-02-17,P03,C01,8,shipping_damage,488.44,True
RETURN20250052,2025-11-25,P01,C05,17,duplicate,391.38,True
RETURN20250053,2025-04-10,P03,C03,14,other,509.47,True
RETURN20250054,2025-01-18,P01,C02,1,duplicate,37.57,True
RETURN20250055,2025-07-09,P03,C03,19,quality_issue,638.96,True
RETURN20250056,2025-08-12,P04,C06,13,quality_issue,294.27,False
RETURN20250057,2025-07-09,P03,C01,3,changed_mind,183.32,True
RETURN20250058,2025-08-17,P05,C03,4,other,55.16,False
RETURN20250059,2025-01-22,P05,C05,1,other,21.45,False
RETURN20250060,2025-08-03,P05,C02,10,duplicate,185.74,False
RETURN20250061,2025-03-23,P04,C05,15,other,451.27,False
RETURN20250062,2025-10-13,P05,C05,19,other,453.47,False
RETURN20250063,2025-11-11,P01,C03,1,other,25.05,False
RETURN20250064,2025-08-21,P01,C05,15,quality_issue,523.34,True
RETURN20250065,2025-03-06,P01,C01,5,shipping_damage,129.99,True
RETURN20250066,2025-07-14,P01,C03,3,quality_issue,103.15,False
RETURN20250067,2025-03-13,P01,C04,12,shipping_damage,455.87,True
RETURN20250068,2025-08-24,P04,C04,10,changed_mind,386.68,False
RETURN20250069,2025-11-05,P02,C01,4,other,78.84,True
RETURN20250070,2025-11-08,P06,C05,13,duplicate,182.25,True
RETURN20250071,2025-03-14,P05,C04,11,quality_issue,187.44,False
RETURN20250072,2025-07-07,P03,C02,4,shipping_damage,201.85,False
RETURN20250073,2025-09-06,P01,C03,14,changed_mind,222.76,True
RETURN20250074,2025-03-06,P03,C04,1,quality_issue,59.3,True
RETURN20250075,2025-02-02,P06,C04,8,shipping_damage,130.42,True
RETURN20250076,2025-08-24,P02,C02,5,duplicate,199.68,True
RETURN20250077,2025-10-14,P05,C03,9,quality_issue,142.59,True
RETURN20250078,2025-03-24,P06,C03,15,changed_mind,337.13,True
RETURN20250079,2025-07-19,P05,C03,1,quality_issue,22.37,True
RETURN20250080,2025-02-16,P01,C05,12,other,255.51,False
RETURN20250081,2025-02-25,P06,C01,11,quality_issue,206.64,True
RETURN20250082,2025-07-05,P02,C04,2,changed_mind,44.67,True
RETURN20250083,2025-08-25,P01,C04,19,quality_issue,276.44,False
RETURN20250084,2025-05-12,P06,C06,3,other,66.48,False
RETURN20250085,2025-12-24,P03,C02,5,other,209.4,True
RETURN20250086,2025-07-31,P03,C02,20,duplicate,961.73,False
RETURN20250087,2025-02-15,P05,C06,17,duplicate,239.73,False
RETURN20250088,2025-10-03,P01,C02,3,shipping_damage,43.9,False
RETURN20250089,2025-10-15,P06,C05,13,changed_mind,122.12,False
RETURN20250090,2025-04-20,P06,C03,15,changed_mind,198.95,True
RETURN20250091,2025-08-04,P05,C01,13,other,233.85,False
RETURN20250092,2025-08-18,P02,C05,18,shipping_damage,664.91,True
RETURN20250093,2025-10-08,P03,C02,11,duplicate,656.27,False
RETURN20250094,2025-07-27,P02,C05,2,quality_issue,53.03,False
RETURN20250095,2025-05-22,P06,C01,13,other,175.85,True
RETURN20250096,2025-07-06,P04,C02,7,quality_issue,288.92,False
RETURN20250097,2025-06-16,P01,C01,16,shipping_damage,545.87,True
RETURN20250098,2025-04-30,P01,C01,4,other,152.96,True
RETURN20250099,2025-11-04,P06,C01,5,shipping_damage,93.67,False
RETURN20250100,2025-12-16,P04,C01,6,quality_issue,192.33,False
RETURN20250101,2025-04-30,P03,C03,3,quality_issue,171.77,True
RETURN20250102,2025-04-04,P04,C03,19,quality_issue,384.59,False
RETURN20250103,2025-12-25,P01,C01,11,changed_mind,370.91,True
RETURN20250104,2025-06-27,P06,C06,19,other,252.84,False
RETURN20250105,2025-05-25,P01,C04,4,changed_mind,152.08,False
RETURN20250106,2025-11-01,P05,C01,12,other,258.0,True
RETURN20250107,2025-04-29,P06,C01,2,duplicate,23.83,True
RETURN20250108,2025-06-05,P06,C01,7,other,77.66,False
RETURN20250109,2025-06-28,P02,C01,7,other,219.44,False
RETURN20250110,2025-02-02,P01,C05,10,quality_issue,398.64,False
RETURN20250111,2025-11-12,P05,C02,18,changed_mind,427.71,False
RETURN20250112,2025-03-17,P01,C03,13,quality_issue,299.28,False
RETURN20250113,2025-10-19,P05,C01,1,duplicate,24.49,True
RETURN20250114,2025-02-07,P05,C04,15,quality_issue,333.42,True
RETURN20250115,2025-09-03,P05,C03,5,changed_mind,106.67,False
RETURN20250116,2025-06-07,P05,C06,12,quality_issue,125.66,False
RETURN20250117,2025-08-23,P04,C02,11,changed_mind,275.72,False
RETURN20250118,2025-01-06,P01,C04,7,shipping_damage,164.14,False
RETURN20250119,2025-04-05,P03,C01,15,changed_mind,660.96,True
RETURN20250120,2025-12-05,P05,C06,5,changed_mind,69.39,True
RETURN20250121,2025-02-05,P01,C06,2,duplicate,72.96,True
RETURN20250122,2025-07-02,P02,C01,18,duplicate,530.53,True
RETURN20250123,2025-01-08,P02,C01,3,duplicate,63.07,True
RETURN20250124,2025-11-12,P01,C03,11,duplicate,280.33,False
RETURN20250125,2025-06-15,P05,C02,3,other,62.25,False
RETURN20250126,2025-03-27,P04,C01,8,changed_mind,303.43,True
RETURN20250127,2025-01-05,P06,C02,15,other,170.93,False
RETURN20250128,2025-08-25,P04,C01,20,duplicate,451.2,False
RETURN20250129,2025-03-24,P02,C06,18,changed_mind,439.22,True
RETURN20250130,2025-02-20,P06,C05,6,other,112.97,False
RETURN20250131,2025-01-03,P06,C03,19,quality_issue,356.52,False
RETURN20250132,2025-04-19,P05,C03,11,quality_issue,239.45,False
RETURN20250133,2025-10-19,P06,C04,16,quality_issue,218.11,True
RETURN20250134,2025-12-29,P01,C03,8,other,290.32,True
RETURN20250135,2025-10-08,P04,C05,5,other,184.52,True
RETURN20250136,2025-09-18,P03,C03,10,quality_issue,633.54,True
RETURN20250137,2025-03-28,P06,C04,6,changed_mind,92.49,False
RETURN20250138,2025-10-02,P02,C06,8,changed_mind,128.33,True
RETURN20250139,2025-05-23,P03,C04,9,changed_mind,523.39,True
RETURN20250140,2025-02-03,P04,C03,19,changed_mind,860.89,True
RETURN20250141,2025-11-18,P06,C01,5,changed_mind,106.52,False
RETURN20250142,2025-12-23,P02,C02,5,duplicate,133.47,True
RETURN20250143,2025-12-23,P01,C02,12,quality_issue,469.05,True
RETURN20250144,2025-09-15,P01,C04,11,duplicate,252.79,True
RETURN20250145,2025-01-02,P06,C01,12,other,154.68,False
RETURN20250146,2025-08-22,P04,C03,13,quality_issue,580.59,True
RETURN20250147,2025-03-09,P01,C06,1,other,17.76,True
RETURN20250148,2025-08-29,P03,C04,20,changed_mind,794.39,True
RETURN20250149,2025-03-03,P01,C03,8,other,303.63,True
RETURN20250150,2025-11-14,P04,C04,6,quality_issue,266.91,True
RETURN20250151,2025-03-02,P04,C04,1,shipping_damage,34.33,False
RETURN20250152,2025-08-02,P04,C04,2,duplicate,101.97,True
RETURN20250153,2025-10-20,P05,C04,12,shipping_damage,223.27,False
RETURN20250154,2025-06-03,P06,C01,15,duplicate,385.27,False
RETURN20250155,2025-11-06,P02,C06,8,shipping_damage,129.52,False
RETURN20250156,2025-03-27,P04,C02,5,duplicate,134.04,True
RETURN20250157,2025-02-15,P03,C02,9,duplicate,397.5,False
RETURN20250158,2025-12-02,P05,C06,11,changed_mind,119.16,True
RETURN20250159,2025-10-01,P06,C04,20,other,226.39,False
RETURN20250160,2025-03-17,P06,C02,10,quality_issue,202.38,False
RETURN20250161,2025-05-15,P02,C02,18,changed_mind,680.13,False
RETURN20250162,2025-08-24,P02,C03,2,changed_mind,42.14,False
RETURN20250163,2025-04-14,P01,C06,8,shipping_damage,265.14,False
RETURN20250164,2025-07-27,P01,C03,9,duplicate,301.99,False
RETURN20250165,2025-12-20,P05,C06,9,duplicate,145.98,False
RETURN20250166,2025-11-22,P03,C02,12,duplicate,471.26,False
RETURN20250167,2025-05-19,P04,C04,20,duplicate,1125.31,True
RETURN20250168,2025-08-09,P02,C03,5,shipping_damage,106.44,True
RETURN20250169,2025-10-02,P06,C01,19,other,414.36,False
RETURN20250170,2025-09-18,P01,C03,6,other,117.17,False
RETURN20250171,2025-10-22,P04,C04,10,changed_mind,260.01,True
RETURN20250172,2025-01-07,P04,C03,5,other,256.73,False
RETURN20250173,2025-04-03,P04,C01,10,shipping_damage,388.61,True
RETURN20250174,2025-05-07,P02,C04,4,shipping_damage,149.83,True
RETURN20250175,2025-01-29,P04,C05,14,duplicate,372.52,True
RETURN20250176,2025-01-16,P05,C06,4,other,92.06,True
RETURN20250177,2025-03-14,P01,C01,12,duplicate,217.22,False
RETURN20250178,2025-06-12,P02,C02,12,shipping_damage,448.45,True
RETURN20250179,2025-08-10,P05,C04,9,duplicate,90.16,False
RETURN20250180,2025-04-10,P06,C02,1,duplicate,21.57,True
RETURN20250181,2025-04-24,P04,C04,15,duplicate,474.35,False
RETURN20250182,2025-07-28,P02,C02,15,shipping_damage,535.88,True
RETURN20250183,2025-11-19,P06,C03,5,other,52.39,False
RETURN20250184,2025-06-16,P06,C05,2,changed_mind,29.25,True
RETURN20250185,2025-03-07,P01,C03,6,changed_mind,104.07,True
RETURN20250186,2025-11-06,P03,C02,19,quality_issue,999.59,True
RETURN20250187,2025-07-23,P05,C06,3,changed_mind,73.23,True
RETURN20250188,2025-03-04,P02,C04,20,changed_mind,568.9,False
RETURN20250189,2025-04-01,P06,C01,20,other,405.99,False
RETURN20250190,2025-05-07,P03,C02,12,shipping_damage,692.81,True
RETURN20250191,2025-05-01,P02,C02,5,duplicate,111.56,True
RETURN20250192,2025-09-25,P05,C05,6,shipping_damage,127.14,True
RETURN20250193,2025-07-01,P02,C02,8,quality_issue,228.96,True
RETURN20250194,2025-08-29,P04,C01,2,duplicate,44.51,True
RETURN20250195,2025-07-19,P05,C04,4,changed_mind,97.55,True
RETURN20250196,2025-07-15,P01,C01,1,changed_mind,24.86,False
RETURN20250197,2025-11-27,P05,C02,18,changed_mind,394.4,False
RETURN20250198,2025-12-08,P06,C04,9,shipping_damage,185.92,False
RETURN20250199,2025-04-13,P03,C04,9,changed_mind,487.21,True
RETURN20250200,2025-12-20,P02,C02,6,other,105.32,True
RETURN20250201,2025-11-08,P03,C03,5,other,135.25,True
RETURN20250202,2025-04-02,P06,C03,13,changed_mind,250.46,False
RETURN20250203,2025-04-19,P03,C06,2,changed_mind,114.54,False
RETURN20250204,2025-05-06,P01,C06,4,shipping_damage,100.29,False
RETURN20250205,2025-05-22,P01,C02,1,shipping_damage,20.67,False
RETURN20250206,2025-03-04,P06,C05,11,quality_issue,124.7,False
RETURN20250207,2025-03-31,P04,C06,2,shipping_damage,86.42,True
RETURN20250208,2025-10-20,P06,C04,12,shipping_damage,232.09,False
RETURN20250209,2025-01-24,P03,C03,9,changed_mind,518.78,True
RETURN20250210,2025-07-08,P01,C04,9,other,281.07,False
RETURN20250211,2025-06-18,P04,C03,1,quality_issue,40.7,False
RETURN20250212,2025-10-31,P02,C05,11,duplicate,273.83,True
RETURN20250213,2025-01-31,P04,C01,5,changed_mind,159.51,True
RETURN20250214,2025-12-08,P01,C01,20,duplicate,373.51,True
RETURN20250215,2025-03-18,P03,C01,7,duplicate,395.62,False
RETURN20250216,2025-08-25,P05,C05,15,other,370.73,False
RETURN20250217,2025-04-21,P01,C02,14,duplicate,290.36,True
RETURN20250218,2025-03-09,P04,C06,13,quality_issue,486.87,False
RETURN20250219,2025-12-23,P05,C05,18,other,304.78,True
RETURN20250220,2025-11-23,P02,C06,19,shipping_damage,432.55,True
RETURN20250221,2025-11-19,P04,C03,10,other,407.05,False
RETURN20250222,2025-04-04,P02,C01,5,quality_issue,141.53,False
RETURN20250223,2025-01-13,P03,C04,13,shipping_damage,533.95,False
RETURN20250224,2025-05-26,P04,C01,2,duplicate,96.35,False
RETURN20250225,2025-07-22,P03,C03,18,duplicate,754.36,False
